count_id,observed_volume,lon,lat,source_observed_column,route_id,road_name,county,station_desc,location_id,object_id
S2011120707,10510.00000000,-76.32184811,39.47875360,AADT,12000CO00246  01EE**************,Singer Rd,Harford,Singer Rd -.20 Mile West Of Md 24,S2011120707,1696
S2009030058,5491.00000000,-76.71216473,39.39543978,AADT,03000CO01600  01SS**************,Stevenson Rd,Baltimore,Stevenson Rd - .10 Mile South Of Wood Valley Dr,S2009030058,1697
S2005130073,5782.00000000,-76.85816172,39.20104730,AADT,13000RP00029  02EEUS18        03,Ramp 3 Fr Broken Land Pkwy To Us 29 Nb,Howard,Exit 18 Ramp 3 Fr Broken Land Pkwy Eb To Us 29 Nb,S2005130073,1698
B220043,2275.00000000,-75.58660315,38.33333825,AADT,22000CO00235  01NN**************,Robins Ave,Wicomico,Robins Ave-.10 Mi N Of Dykes Rd,B220043,1699
S2002160052,6313.00000000,-76.90430361,38.96236302,AADT,16000RP00295  02NNMD5         02,Ramp 2 Fr Riverdale Rd To Md 295 Nb,Prince George's,Exit 5 Ramp 2 Fr Riverdale Rd To Md 295 Nb,S2002160052,1700
S2013240260,5655.00000000,-76.55832538,39.26549960,AADT,24000RP00095  02NNIS56        09,Ramp 9 Fr Keith Ave To Ramp 4 (to Is95),Baltimore City,Exit 56 Ramp 9 Fr Keith Ave To Ramp 4 (to Is 95),S2013240260,1701
B2946,51310.00000000,-77.17723857,39.08825484,AADT,15000MD00028  01EE**************,W Montgomery Ave,Montgomery,Md28-.30 Mi W Of Is270,B2946,1702
S2012150737,1981.00000000,-77.08010244,39.01555456,AADT,15000CO00318  01SS**************,Saul Rd,Montgomery,Saul Rd - .10 Mile North Of Md 185,S2012150737,1703
S2007060013,5320.00000000,-77.16352065,39.36166515,AADT,06000RP00070  02WWIS68        07,Ramp 7 Fr Ramp 2 (fr Is 70) To Md 27 Sb,Carroll,Exit 68 Ramp 7 Fr Ramp 2 (fr Is 70 Wb) To Md 27 Sb,S2007060013,1704
B170017,7795.00000000,-76.06924964,39.04200243,AADT,17000MD00213  09SS**************,Liberty St (sb Couplet),Queen Anne's,Md213-.10 Mi S Of Md304 (one Way Couplet Sb - Nb See B3563),B170017,1705
S2005130039,26681.00000000,-76.84510459,39.24196405,AADT,13000CO01575  01SS**************,Columbia Rd,Howard,Columbia Rd -.10 Mile South Of Old Annapolis Rd,S2005130039,1706
B2046,3132.00000000,-77.31826757,39.54071130,AADT,10000MD00550  01NN**************,Woodsboro Creagerstown Rd,Frederick,Md550-.30 Mi N Of Md194,B2046,1707
S2004160031,2150.00000000,-76.93086126,38.91780755,AADT,16000RP00050  02EEUS1         03,Ramp 3 Fr Us 50 Eb To Md 201 Nb,Prince George's,Exit 1 Ramp 3 Fr Us 50 Eb To Md 201 Nb,S2004160031,1708
B2759,2850.00000000,-77.32618918,39.27738365,AADT,15000MD00109  01NN**************,Old Hundred Rd,Montgomery,Md109-.15 Mi S Of Is270,B2759,1709
B3516,9362.00000000,-76.00538444,39.18153905,AADT,17000MD00213  01NN**************,Church Hill Rd,Queen Anne's,Md213-1.0 Mi S Of Union Church Rd,B3516,1710
S2012240295,3111.00000000,-76.62177528,39.32171967,AADT,24999MU02230  01SS**************,Remington Ave,Baltimore City,Remington Ave - Between 28th St & 29th St,S2012240295,1711
S2016160123,2613.00000000,-76.93970362,38.97984144,AADT,16037MU00561  01EE**************,Hartwick Rd,Prince George's,Hartwick Rd - .10 Mile West Of Us 1,S2016160123,1712
B070003,2212.00000000,-75.86085198,39.60661976,AADT,07000CO00204  01SS**************,Old Elk Neck Rd,Cecil,Old Elk Neck Rd-.10 Mi S Of Us40,B070003,1713
S2012150646,8171.00000000,-77.14354344,39.14627748,AADT,15000CO00062  01SS**************,Muncaster Rd,Montgomery,Muncaster Rd - Between Md 115 & Horizon Terr,S2012150646,1714
S1998120070,2585.00000000,-76.31290569,39.45691466,AADT,12000RP00095  02WWIS77        07,Ramp 7 Fr Is 95 Wb To Md 24 Sb,Harford,Exit 77 Ramp 7 Fr Is 95 Wb To Md 24 Sb (west Of Ramp 10),S1998120070,1715
S2011180627,8982.00000000,-76.53121647,38.30822670,AADT,18000CO00863  01EE**************,Wildewood Blvd,St. Mary's,Wildewood Blvd Between Md 235 & White Oak Pkwy,S2011180627,1716
S2017130245,2022.00000000,-76.85606456,39.27512748,AADT,13000CO00363  01NN**************,Font Hill Dr,Howard,Font Hill Dr - .10 Mile South Of Frederick Rd,S2017130245,1717
S2013120365,980.00000000,-76.16241272,39.51959455,AADT,12001MU00587  01SS**************,Farm Rd,Harford,Farm Rd - Between Mt Royal Ave To Union St,S2013120365,1718
B2014,484.00000000,-77.58859888,39.40830771,AADT,10000MD00383  01NN**************,Broad Run Jefferson Rd,Frederick,Md383-.20 Mi S Of Md17,B2014,1719
B080080,39611.00000000,-76.95633927,38.64867404,AADT,08000MD00228  01EE**************,Berry Rd,Charles,Md228-.10 Mi W Of Middletown Rd,B080080,1720
S2000160192,21813.00000000,-76.88353747,38.99284729,AADT,16000RP00095  02NNIS22        04,Ramp 4 Fr Is 95 Nb To Md 295 Eb,Prince George's,Exit 22 Ramp 4 Fr Is 95 Nb To Md 295 Eb,S2000160192,1721
B0527,3303.00000000,-78.70443804,39.56739366,AADT,01000MD00051  01EE**************,Oldtown Rd,Allegany,Md51-.20 Mi E Of Brice Hollow Rd,B0527,1722
B2051,77400.00000000,-77.38858193,39.40456961,AADT,10000IS00070  01EE**************,Balto National Pike,Frederick,Is70-.30 Mi E Of South St,B2051,1723
S2009240019,8901.00000000,-76.62719838,39.28905278,AADT,24999MU01670  01EE**************,W Baltimore St,Baltimore City,Baltimore St - .02 Mile West Of Martin Luther King Jr Blvd,S2009240019,1724
B2794,46663.00000000,-77.07965135,39.00740813,AADT,15000MD00185  01NN**************,Connecticut Ave,Montgomery,Md185-.15 Mi N Of Is495,B2794,1725
B2607,14582.00000000,-76.07052907,39.22466094,AADT,14000MD00213  01NN**************,Washington Ave,Kent,Md213-.10 Mi N Of Md291,B2607,1726
B2400,19722.00000000,-76.31051276,39.54308062,AADT,12000MD00543  01NN**************,Fountain Green Rd,Harford,Md543-.30 Mi S Of Md22,B2400,1727
S2013060380,3540.00000000,-76.94478854,39.41496297,AADT,06000CO00704  01EE**************,Bennett Rd,Carroll,Bennett Rd - Between Md 32 & Kinsmen Courage Ct,S2013060380,1728
S2010130004,7271.00000000,-76.83580038,39.23855414,AADT,13000RP00029  02SSUS21        03,Ramp 3 Fr Md 108 Eb To Us 29 Nb,Howard,Exit 21 Ramp 3 Fr Md 108 Eb To Us 29 Nb ,S2010130004,1729
B180009,2755.00000000,-76.56338341,38.34004165,AADT,18000MD00944  01NN**************,Mervell Dean Rd,St. Mary's,Md944 (mervell Dean Rd)-.40 Mi S Of Md235,B180009,1730
S2011020909,3052.00000000,-76.62238202,39.22539818,AADT,02000CO00398  01WW**************,10th Ave                                ,Anne Arundel,10th Ave - Between Md 170 & Harbor Valley Dr,S2011020909,1731
S2012150706,10965.00000000,-77.10179701,39.02455585,AADT,15000CO00164  01WW**************,Tuckerman La,Montgomery,Tuckerman La - .10 Mile East Of Md 355,S2012150706,1732
S2012161002,4391.00000000,-76.90642910,39.10172082,AADT,16000CO00001  01NN**************,Bond Mill Rd,Prince George's,Bond Mill Rd - Between Md 198 & Clayburn Dr,S2012161002,1733
B0912,13181.00000000,-76.49998488,39.33075538,AADT,03000MD00007  01EE**************,Philadelphia Rd,Baltimore,Md7-.30 Mi W Of Md588,B0912,1734
S2011130725,2022.00000000,-76.70791035,39.21713862,AADT,13000CO00465  01WW**************,Main St,Howard,Main St - .10 Mile West Of Us 1,S2011130725,1735
S2014120314,3955.00000000,-76.51042250,39.59580745,AADT,12000CO00034  01WW**************,Schuster Rd,Harford,Schuster Rd - .10 Mile East Of Md 146,S2014120314,1736
S2012030071,5471.00000000,-76.43880281,39.30619923,AADT,03000CO04875  01NN**************,Middleborough Rd                        ,Baltimore,Middleborough Rd - Between Hilltop Ave & Locust Ave,S2012030071,1737
B4210,33522.00000000,-75.09618324,38.33382281,AADT,23000US00050  01EE**************,Ocean Gateway,Worcester,Us50-.50 Mi W Of Md528,B4210,1738
S2012240467,271.00000000,-76.68700586,39.32039368,AADT,24999MU06138  01SS**************,Fairfax Rd,Baltimore City,Fairfax Rd - Between Oakfield Ave & Westchester Rd,S2012240467,1739
S2000150117,6901.00000000,-77.17623788,38.97354098,AADT,15000RP00495  02NNIS41        04,Ramp 4 Fr Is 495 Nb To Clara Barton Pkwy,Montgomery,Exit 41 Ramp 4 Fr Is 495 Nb To Clara Barton Pkwy Eb,S2000150117,1740
B1188,50972.00000000,-76.66973822,39.63904833,AADT,03000IS00083  01NN**************,Harrisburg Expwy,Baltimore,Is83-.50 Mi N Of Middletown Rd,B1188,1741
B2885,9134.00000000,-77.02151470,39.00430731,AADT,15000CO07074  01EE**************,Dale Dr,Montgomery,Dale Dr-.10 Mi E Of Us29,B2885,1742
S2012161040,10961.00000000,-77.00523951,38.76090534,AADT,16000CO00088  01WW**************,Fort Foote Rd,Prince George's,Fort Foote Rd - Between Stony Hill Dr & Oxon Hill Rd,S2012161040,1743
B2622,11722.00000000,-76.07300587,39.22188971,AADT,14000MD00291  01EE**************,Morgnec Rd,Kent,Md291-.20 Mi W Of Md213,B2622,1744
S2002120009,3241.00000000,-76.16088923,39.51396015,AADT,12000RP00040  02NNUS14        07,Ramp 7 Fr Us 40 Wb To Md 22 Sb,Harford,Exit 14 Ramp 7 Fr Us 40 Wb To Md 22,S2002120009,1745
S2000120029,694.00000000,-76.18463451,39.49446377,AADT,12000RP00040  02SSUS11        02,Ramp 2 Fr Us 40 Wb To Op 1660,Harford,Exit 11 Ramp 2 Fr Us 40 Wb To Hickory Dr,S2000120029,1746
S2001130013,8104.00000000,-76.75583872,39.18797965,AADT,13000RP00100  02SSMD6         03,Ramp 3 Fr Md 100 Eb To Us 1 Nb,Howard,Exit 6 Ramp 3 Fr Md 100 Eb To Us 1 Nb,S2001130013,1747
S2007100032,4194.00000000,-77.25949473,39.38328698,AADT,10000RP00070  02NNIS62        02,Ramp 2 Fr Is 70 Wb To Md 75 Nb,Frederick,Exit 62 Ramp 2 Fr Is 70 Wb To Md 75 Nb ,S2007100032,1748
S2010100048,923.00000000,-77.56846215,39.49549059,AADT,10000RP00070  02EEIS42        03,Ramp 3 Fr Ramp 6 (fr Is 70) To Md 17 Nb,Frederick,Exit 42 Ramp 3 Fr Ramp 6 (fr Is 70 Eb) To Md 17 Nb ,S2010100048,1749
S2012150910,9455.00000000,-77.10248751,39.02229890,AADT,15000GV00048  01NN**************,No Name,Montgomery,No Name (grosvenor La ) - Between Gv 53 (no Name) & Md 355,S2012150910,1750
B3532,563.00000000,-76.11674942,39.06091426,AADT,17000MD00304  01EE**************,Corsica Neck Rd,Queen Anne's,Md304-.10 Mi E Of Spider Web Rd,B3532,1751
S1999100022,1163.00000000,-77.53174913,39.36009956,AADT,10000RP00340  02WWUS8         07,Ramp 7 Fr Ramp 2 (fr Us340) To Lander Rd,Frederick,Exit 8 Ramp 7 Fr Ramp 2 (fr Us 340 Wb) To Lander Rd Sb,S1999100022,1752
S2011230587,401.00000000,-75.45566687,38.20933566,AADT,23000CO00010  01EE**************,Old Furnace Rd                          ,Worcester,Old Furnace Rd -.20 Mile West Of Md 12,S2011230587,1753
S2012161025,1191.00000000,-76.78357925,39.01066721,AADT,16000CO00047  01WW**************,Duckettown Rd,Prince George's,Duckettown Rd - .10 Mi West Of Maple Ave,S2012161025,1754
S2006030033,5941.00000000,-76.67456175,39.24418118,AADT,03000RP00695  02EEIS10        04,Ramp 4 Fr Us 1al Nb To Is 695 Eb,Baltimore,Exit 10 Ramp 4 From Us 1al Nb To Is 695 Eb,S2006030033,1755
B2535,14431.00000000,-77.01485104,39.33082095,AADT,13000MD00097  01NN**************,Hoods Mill Rd,Howard,Md97-.30 Mi N Of Is70,B2535,1756
S2008120016,9142.00000000,-76.41498243,39.52043796,AADT,12000CO00214  01NN**************,Carrs Mill Rd,Harford,Carrs Mill Rd - .05 Mile North Of Md 152 ,S2008120016,1757
S2011031024,8991.00000000,-76.73431059,39.33530835,AADT,03000CO01901  01NN**************,Essex Rd                                ,Baltimore,Essex Rd - .10 Mile South Of St Lukes La,S2011031024,1758
S2005110012,502.00000000,-79.16011632,39.69231197,AADT,11000RP00068  02EEIS19        03,Ramp 3 Fr Ramp 6 (fr Is 68) To Md 495 Nb,Garrett,Exit 19 Ramp 3 Fr Is 68 Eb To Md 495 Nb,S2005110012,1759
S2012161109,31961.00000000,-76.85098066,38.86969120,AADT,16000CO00367  01WW**************,Walker Mill Rd,Prince George's,Walker Mill Rd - Between Ritchie Marlboro Rd & Hampton Park Blvd,S2012161109,1760
B1504,31520.00000000,-76.94882141,39.40360010,AADT,06000MD00026  01EE**************,Liberty Rd,Carroll,Md26-.10 Mi E Of Md32,B1504,1761
S2002240036,5813.00000000,-76.53332072,39.31048717,AADT,24000RP00095  02WWIS61        07,Ramp 7 Fr Us 40 Wb To Is 95 Sb,Baltimore City,Exit 61 Ramp 7 Fr Us 40 Wb To Is 95 Sb,S2002240036,1762
B160014,6982.00000000,-76.88328479,38.70612337,AADT,16000CO00599  01NN**************,Brandywine Rd,Prince George's,Brandywine Rd-.10 Mi N Of Floral Park Rd,B160014,1763
B0562,24930.00000000,-78.94290242,39.63508677,AADT,01000IS00068  01EE**************,National Freeway,Allegany,Is68-.50 Mi W Of Md936,B0562,1764
S2011130749,8162.00000000,-76.81779307,39.22460535,AADT,13000CO00977  01SS**************,Phelps Luck Dr,Howard,Phelps Luck Dr -.10 Mile South Of Md 108,S2011130749,1765
S2010100025,3503.00000000,-77.31499770,39.70191448,AADT,10000MD00904F 01EE**************,Emmit Gardens Dr,Frederick,Md 904f West Of Us 15,S2010100025,1766
B4027,12230.00000000,-77.77904860,39.61381561,AADT,21000US00011  01NN**************,Virginia Ave,Washington,Us11-.20 Mi N Of Is70,B4027,1767
B060105,1970.00000000,-76.92115675,39.38222563,AADT,06000CO00761  01WW**************,Brangels Rd,Carroll,Brangels Rd-.10 Mi W Of Ridge Rd,B060105,1768
S2012161107,5491.00000000,-76.88706576,38.90191844,AADT,16000CO00361  01SS**************,Seat Pleasant Dr                        ,Prince George's,Seat Pleasant Dr - Between Hill Rd & Pepper Mill Rd,S2012161107,1769
S2005240070,17315.00000000,-76.64870598,39.36712164,AADT,24999MU02200  01EE**************,Kelly Ave,Baltimore City,Kelly Ave -.10 Mi East Of Is 83,S2005240070,1770
S2011220608,3322.00000000,-75.59616243,38.36538315,AADT,22133MU01681  01EE**************,E Market St,Wicomico,E Market St -.10 Mile West Of Us 13bu,S2011220608,1771
S2012150700,16831.00000000,-77.16140583,39.05844348,AADT,15000CO00148  01NN**************,Seven Locks Rd,Montgomery,Seven Locks Rd - .10 Mile North Of Montrose Rd,S2012150700,1772
S2017030304,332.00000000,-76.57408078,39.38270281,AADT,03000CO03401  01SS**************,Collinsdale Rd,Baltimore,Collinsdale Rd - .10 Mile South Of Taylor Ave,S2017030304,1773
S2012150668,16161.00000000,-77.02816571,39.03977473,AADT,15000CO00124  01EE**************,Arcola Ave,Montgomery,Arcola Ave - Between Lamberton Dr & Watermill La,S2012150668,1774
S2017120337,1132.00000000,-76.36432314,39.41236340,AADT,12000CO00804  01EE**************,Towne Center Dr,Harford,Towne Center Dr - .10 Mile East Of Shore Dr,S2017120337,1775
B210016,17571.00000000,-77.78198641,39.63025638,AADT,21000CO00666  01EE**************,Halfway Blvd,Washington,Halfway Blvd-.10 Mi E Of Hopewell Rd,B210016,1776
B120046,11092.00000000,-76.35874892,39.52726019,AADT,12007MU00060  01WW**************,Boulton St,Harford,Boulton St-.10 Mi W Of Md24,B120046,1777
S2010100046,1013.00000000,-77.56874541,39.49736173,AADT,10000RP00070  02WWIS42        01,Ramp 1 Fr Md 17 Nb To Ramp 8 (to Is 70),Frederick,Exit 42 Ramp 1 Fr Md 17 Nb To Ramp 8 (to Is 70 Wb),S2010100046,1778
S2013030189,9310.00000000,-76.76488361,39.35762976,AADT,03000CO02000  01NN**************,Rolling Rd,Baltimore,Rolling Rd - .10 Mile North Of Md 26,S2013030189,1779
B1098,131291.00000000,-76.51827786,39.37428018,AADT,03000IS00695  01NN**************,Balto Beltway,Baltimore,Is695-.40 Mi S Of Us1 (belair Rd),B1098,1780
S2012241383,611.00000000,-76.59472628,39.28250404,AADT,24999MU06042  01EE**************,Lancaster St,Baltimore City,Lancaster St - Between S Bond St & S Bethel St,S2012241383,1781
S2011230592,11362.00000000,-75.17642479,38.38493627,AADT,23000CO00583  01NN**************,Ocean Pkwy,Worcester,Ocean Pkwy -.10 Mile North Of Md 589,S2011230592,1782
B0624,83701.00000000,-76.69435319,39.02193328,AADT,02000MD00003  01NN**************,Robert Crain Hwy,Anne Arundel,Md3-.150ft S Of Crofton Station Ct,B0624,1783
B040009,5162.00000000,-76.51005260,38.47126053,AADT,04000MD00765J 01EE**************,Calvert Beach Rd,Calvert,Md765j (calvert Beach Rd)-.10 Mi E Of Md2 ,B040009,1784
B2609,3232.00000000,-76.02421503,39.27892931,AADT,14000MD00213  01NN**************,Augustine Herman Hwy,Kent,Md213-1.0 Mi S Of Md292,B2609,1785
B2371,5150.00000000,-76.49991714,39.57538795,AADT,12000MD00152  01NN**************,Fallston Rd,Harford,Md152-.30 Mi S Of Furnace Rd,B2371,1786
S2009170016,1861.00000000,-76.21344822,38.96218145,AADT,17000RP00050  02SSUS43        08,Ramp 8 Fr Us 50 Sb To Md 18v Wb,Queen Anne's,Exit 43 Ramp 8 Fr Us 50 Sb To Md 18v Wb ,S2009170016,1787
S2005130074,2912.00000000,-76.85872802,39.20002038,AADT,13000RP00029  02EEUS18        04,Ramp 4 Fr Ramp 1 To Broken Land Pkwy,Howard,Exit 18 Ramp 4 Fr Ramp 1 (fr Us 29 Nb) To Broken Land Pkwy Eb,S2005130074,1788
B020055,21141.00000000,-76.64160491,39.20409920,AADT,02000MD00648E 01NN**************,Balto Annapolis Blvd,Anne Arundel,Md648e-200ft North Of Md169,B020055,1789
B020078,21310.00000000,-76.60301474,39.14109842,AADT,02000MD00002  01NN**************,Gov Ritchie Hwy,Anne Arundel,Md2-100 Ft N Of Marley Station Rd,B020078,1790
S2017220188,312.00000000,-75.58926655,38.39018166,AADT,22000CO00585  01NN**************,Whitman Ave,Wicomico,Whitman Ave - .04 North Of Emerson Ave,S2017220188,1791
B4235,37882.00000000,-75.07718388,38.35218974,AADT,23000MD00528  01SS**************,Philadelphia Ave,Worcester,Md528-between 22nd & 23rd St,B4235,1792
B240107,11042.00000000,-76.69677724,39.32143867,AADT,24999MU01354  01WW**************,W Forest Park Ave,Baltimore City,W. Forest Park Ave-.20 Mi E Of Hillsdale Rd,B240107,1793
S2012161014,16351.00000000,-76.85872777,38.96529761,AADT,16000CO00028  01SS**************,Cipriano Rd,Prince George's,Cipriano Rd - Between Md 564 & Magnolia Ave,S2012161014,1794
B1960,2870.00000000,-77.39514768,39.61524370,AADT,10000MD00077  01EE**************,Rocky Ridge Rd,Frederick,Md77-.10 Mi E Of Md550 (jimtown Rd),B1960,1795
S2012161084,2921.00000000,-76.82812054,38.73130907,AADT,16000CO00167  01SS**************,Cherry Tree Crossing Rd,Prince George's,Cherry Tree Crossing Rd - .10 Mi South Of Us 301,S2012161084,1796
S1998130103,12420.00000000,-76.82434294,39.29807188,AADT,13000RP00070  02NNIS87        01,Ramp 1 Fr Us 29 Nb To Is 70 Wb,Howard,Exit 87 Ramp 1 Fr Us 29 Nb To Is 70 Wb,S1998130103,1797
B2421,5843.00000000,-76.54729700,39.72114362,AADT,12000MD00023  01WW**************,Norrisville Rd,Harford,Md23-.20 Mi E Of Pennsylvania St/l,B2421,1798
S2012240232,3791.00000000,-76.53221936,39.34240475,AADT,24999MU01030  01NN**************,Cedonia Ave,Baltimore City,Cedonia Ave - Between Hazelwood Ave & Duncrest Ave,S2012240232,1799
S2014110554,725.00000000,-79.30162366,39.65125571,AADT,11000CO00277  01WW**************,Bear Creek Rd,Garrett,Bear Creek Rd - .10 Mi W Of Us 219,S2014110554,1800
B2415,9602.00000000,-76.30850246,39.45127243,AADT,12000CO01988  01NN**************,Edgewood Rd,Harford,Edgewood Rd-.between Emmorton Park Rd & Snow Rd,B2415,1801
S2011040631,11282.00000000,-76.43467777,38.37488357,AADT,04000CO01188  01SS**************,Town Square Dr,Calvert,Town Square Dr Between Md 765q & Gunsmoke Trail,S2011040631,1802
S2009240053,1924.00000000,-76.55098999,39.30057281,AADT,24000RP00040  02SSUS8         05,Ramp 5 Fr Md 151 Sb To Us 40 Eb,Baltimore City,Exit 8 Ramp 5 Fr Md 151 Sb To Us 40 Eb,S2009240053,1803
S2012161128,5421.00000000,-76.99127389,38.67085326,AADT,16000CO00626  01SS**************,Bealle Hill Rd,Prince George's,Bealle Hill Rd - .10 Mi North Of Md 373,S2012161128,1804
B2005,23151.00000000,-77.40575440,39.39244625,AADT,10000MD00355  01NN**************,Urbana Pike,Frederick,Md355-.40 Mi S Of Md85,B2005,1805
S2010110003,383.00000000,-79.41142508,39.66249165,AADT,11000RP00068  02NNIS4         02,Ramp 2 Fr Is 68 Wb To Md 742 Nb,Garrett,Exit 4 Ramp 2 Fr Is 68 Wb To Md 742 Nb,S2010110003,1806
S2012240507,2100.00000000,-76.61475357,39.30106057,AADT,24999MU01655  01EE**************,E Eager St,Baltimore City,E Eager St - Between N. Charles St & Md 2 (st. Paul St),S2012240507,1807
S2000160242,5793.00000000,-76.96725059,38.81050347,AADT,16000RP00095  02NNIS4         01,Ramp 1 Fr Md 414 Nb To Is 95 Wb,Prince George's,Exit 4 Ramp 1 Fr Md 414 Nb To Is 95 Wb,S2000160242,1808
B2818,46380.00000000,-77.13953841,38.98458920,AADT,15000MD00190  01EE**************,River Rd,Montgomery,Md190-.20 Mi W Of Md188,B2818,1809
S2017030307,1772.00000000,-76.53381200,39.40053624,AADT,03000CO03543  01SS**************,Perring Park Rd,Baltimore,Perring Park Rd - Between Harford Hills Rd & Old Harford Rd,S2017030307,1810
B130078,4395.00000000,-76.72662963,39.20629148,AADT,13000MD00103A 01NN**************,Montgomery Rd,Howard,Md103a (montgomery Rd)-.05 S Of Us1 ,B130078,1811
B2353,7905.00000000,-76.25917940,39.59333855,AADT,12000MD00136  01NN**************,Priestford Rd,Harford,Md136-.20 Mi S Of Cool Spring Rd,B2353,1812
S2010020158,5383.00000000,-76.53300851,39.11859247,AADT,02000RP00100  02EEMD20        03,Ramp 3 Fr Md 100 Eb To Edwin Raynor Blvd,Anne Arundel,Exit 20 Ramp 3 Fr Md 100 Eb To Edwin Raynor Blvd Nb,S2010020158,1813
S2005110014,612.00000000,-79.15934938,39.69221342,AADT,11000RP00068  02EEIS19        05,Ramp 5 Fr Md 495 Sb To Ramp 4 (to Is 68),Garrett,Exit 19 Ramp 5 Fr Md 495 Sb To Ramp 4 (to Is 68 Eb),S2005110014,1814
B230014,1232.00000000,-75.19876461,38.37568397,AADT,23000MD00575  01EE**************,Worcester Hwy,Worcester,Md575-.10 Mi W Of Md90,B230014,1815
B150122,991.00000000,-77.27219033,39.24838839,AADT,15000CO07574  01EE**************,Snowden Farm Parkway,Montgomery,Snowden Farm Pkwy-.10 Mi E Of Burnt Hill Rd,B150122,1816
S2009150005,1674.00000000,-77.14132631,39.08083199,AADT,15000RP00028  02WWMD22        02,Ramp 2 Fr Md 28 Wb To Stonestreet Ave,Montgomery,Exit 22 Ramp 2 Fr Md 28 Wb To Stonestreet Ave  ,S2009150005,1817
B2378,1021.00000000,-76.18358503,39.56609571,AADT,12000MD00156  01EE**************,Aldino Rd,Harford,Md156-.10 Mi E Of W Chapel Rd,B2378,1818
S2010110016,213.00000000,-79.10500808,39.68992110,AADT,11000RP00068  02WWIS22        01,Ramp 1 Fr Us 219 Nb To Ramp 8 (to Is 68),Garrett,Exit 22 Ramp 1 Fr Us 219 Nb To Ramp 8 (to Is 68 Wb),S2010110016,1819
B200013,2062.00000000,-76.02182678,38.77529672,AADT,20000CO00028  01NN**************,Black Dog Alley,Talbot,Black Dog Alley-.10 Mi N Of Md331,B200013,1820
B2580,93270.00000000,-76.82187932,39.14719178,AADT,13000MD00032  01NN**************,Patuxent Pkwy,Howard,Md32-.10 Mi S Of Vollmerhausen Rd,B2580,1821
S2002100038,4812.00000000,-77.43117358,39.40609714,AADT,10000RP00015  02NNUS12        01,Ramp 1 Fr Ramp 4 To Us 15b(nbl),Frederick,Exit 12 Ramp 1 Fr Ramp 4 (fr Us 40 Wb) To Us 15b Nb,S2002100038,1822
S2009030027,4983.00000000,-76.43377975,39.37203724,AADT,03000RP00040  02NNUS20        06,Ramp 6 Fr Us 40 Eb To Ramp 9 (to Md 43),Baltimore,Exit 20 Ramp 6 Fr Us 40 Eb To Ramp 9 (to Md 43) ,S2009030027,1823
B2951,77530.00000000,-77.07721140,39.00263232,AADT,15000MD00185  01NN**************,Connecticut Ave,Montgomery,Md185-.20 Mi S Of Is495,B2951,1824
S2012150888,6841.00000000,-77.27132163,39.19466740,AADT,15000CO05430  01NN**************,Crystal Rock Dr,Montgomery,Crystal Rock Dr - .10 Mi North Of Father Hurley Blvd,S2012150888,1825
S2013030247,1270.00000000,-76.76497018,39.30138886,AADT,03000CO06378  01NN**************,Upper Mills Cir,Baltimore,Upper Mills Cir - Between Crosby Rd & Johnnycake Rd,S2013030247,1826
S2010240124,1623.00000000,-76.63509042,39.26379829,AADT,24000RP00295  02NNMD2         04,Ramp 4 Fr Md 295 Nb To Md 648e,Baltimore City,Exit 2 Ramp 4 Fr Md 295 Nb To Russell St (ahead),S2010240124,1827
S2010130058,5613.00000000,-76.80425718,39.22270180,AADT,13000RP00100  02WWMD2         02,Ramp 2 Fr Md 100 Wb To Md 104 Nb,Howard,Exit 2 Ramp 2 Fr Md 100 Wb To Md 104 Nb ,S2010130058,1828
S2012150670,831.00000000,-77.05193617,39.17400855,AADT,15000CO00132  01SS**************,Old Baltimore Rd,Montgomery,Old Baltimore Rd - Between Gold Mine Rd & Carter Mill Way,S2012150670,1829
S2011120666,6252.00000000,-76.28654406,39.55161884,AADT,12000CO01056  01SS**************,Schucks Rd,Harford,Schucks Rd -.20 Mile South Of Md 22,S2011120666,1830
S2012161134,1791.00000000,-76.87859951,38.84849897,AADT,16000CO00729  01NN**************,Lakehurst Ave,Prince George's,Lakehurst Ave - Between Marlboro Pike & Millvale Ave,S2012161134,1831
S2005130018,4971.00000000,-76.86001661,39.17503734,AADT,13000CO00078  01NN**************,Old Columbia Rd,Howard,Old Columbia Rd - 100ft South Of Ramp 3 (fr Md 32),S2005130018,1832
S2006100023,7533.00000000,-77.44354608,39.40110807,AADT,10000RP00070  02WWIS52        08,Ramp 8 Fr Ramp 7 (to Us 15) To Is 70 Wb,Frederick,Exit 52 Ramp 8 Fr Ramp 7 (to Us 15 Sb) To Is 70 Wb,S2006100023,1833
B030100,10962.00000000,-76.44158271,39.30063557,AADT,03000MD00702  01EE**************,Southeast Blvd,Baltimore,Md702-.20 Mi E Of Middleborough Rd,B030100,1834
B030080,3414.00000000,-76.46506633,39.23617335,AADT,03000MD00151B 01SS**************,Wharf Rd,Baltimore,Md151b (wharf Rd)-.10 Mi E Of Md158 ,B030080,1835
S2009240026,12455.00000000,-76.58445502,39.29190815,AADT,24999MU01665  01EE**************,E Baltimore St,Baltimore City,E Baltimore St - .01 Mile East Of N Patterson Park Ave,S2009240026,1836
B0765,11681.00000000,-76.64164840,39.22408830,AADT,02000MD00648E 01NN**************,Balto Annapolis Blvd,Anne Arundel,Md648e-.20 Mi N Of Md168,B0765,1837
