column_a,column_b,kind_a,kind_b,real_unique_pairs,synthetic_unique_pairs,cross_marginal_overlap,total_variation_distance
home_tpb_taz,j1_benefits_transit,categorical,categorical,6163,6525,0.73887687,0.26112313
hhsize,person_tripcount,numeric,numeric,122,122,0.73890159,0.26109841
model,numstudents,categorical,numeric,1920,1748,0.73948133,0.26051867
year,hhsize,numeric,numeric,238,213,0.73994481,0.26005519
home_tpb_taz,package_delivered,categorical,categorical,4155,4797,0.74034285,0.25965715
home_tpb_taz,j1_benefits_none,categorical,categorical,5955,6456,0.74063228,0.25936772
o_tpb_taz,employment_status,categorical,categorical,11679,10214,0.74068653,0.25931347
home_tpb_taz,j1_telecommute_days,categorical,numeric,4986,5942,0.74135404,0.25864596
home_tpb_taz,j1_telecommute,categorical,categorical,6424,6732,0.74149564,0.25850436
home_tpb_taz,j1_benefits_bicycle_parking,categorical,categorical,5819,6145,0.74162206,0.25837794
home_tpb_taz,school_freq,categorical,categorical,5120,6517,0.74181587,0.25818413
numvehicle,work_tpb_taz,numeric,categorical,5021,4564,0.74216250,0.25783750
tolltransponder,home_tpb_taz,categorical,categorical,6231,6599,0.74287682,0.25712318
o_tpb_taz,travel_mode,categorical,categorical,11669,10216,0.74305225,0.25694775
o_tpb_taz,numdrivers,categorical,numeric,9819,8304,0.74321430,0.25678570
hhsize,hhtrips,numeric,numeric,240,263,0.74350938,0.25649062
home_tpb_taz,j1_benefits_parking,categorical,categorical,5591,5891,0.74505128,0.25494872
home_tpb_taz,jobs_count,categorical,numeric,5708,6018,0.74580751,0.25419249
age,j1_benefits_transit,numeric,categorical,231,224,0.74615358,0.25384642
age,school_type,numeric,categorical,395,546,0.74619122,0.25380878
home_tpb_taz,volunteer_status,categorical,categorical,4459,4746,0.74630190,0.25369810
o_tpb_taz,bodytype,categorical,categorical,11770,10008,0.74631023,0.25368977
home_tpb_taz,j1_benefits_ev_charging,categorical,categorical,5466,5631,0.74643039,0.25356961
age,j1_benefits_bicycle_parking,numeric,categorical,230,217,0.74672425,0.25327575
o_tpb_taz,numvehicle_transponder,categorical,numeric,10376,8944,0.74702964,0.25297036
d_tpb_taz,travelers_hh,categorical,numeric,8067,7696,0.74784992,0.25215008
age,td_telecommute_time,numeric,numeric,560,573,0.74795859,0.25204141
age,j1_benefits_carpool,numeric,categorical,222,212,0.74802357,0.25197643
numstudents,td_telecommute_time,numeric,numeric,56,58,0.74805909,0.25194091
d_tpb_taz,school_type,categorical,categorical,9780,9165,0.74830078,0.25169922
age,j1_benefits_ev_charging,numeric,categorical,224,213,0.74842886,0.25157114
age,j1_benefits_parking,numeric,categorical,225,218,0.74857234,0.25142766
model,person_tripcount,categorical,numeric,3619,3320,0.74872527,0.25127473
travelers_nonhh,home_tpb_taz,categorical,categorical,5940,5789,0.74893248,0.25106752
d_activity,work_tpb_taz,categorical,categorical,13334,7933,0.74948231,0.25051769
d_tpb_taz,j1_workplace_loc,categorical,categorical,10592,8553,0.74951436,0.25048564
d_tpb_taz,vehicle_occupancy,categorical,numeric,11340,8869,0.74984038,0.25015962
d_tpb_taz,fueltype,categorical,categorical,8637,6750,0.75041471,0.24958529
home_tpb_taz,j1_benefits_carpool,categorical,categorical,5239,5303,0.75054325,0.24945675
d_tpb_taz,school_mode,categorical,categorical,9052,8274,0.75083943,0.24916057
work_tpb_taz,j1_commute_mode,categorical,categorical,4089,4204,0.75084365,0.24915635
age,j1_benefits_walking_biking,numeric,categorical,219,204,0.75146588,0.24853412
age,j1_workplace_loc,numeric,categorical,356,341,0.75195268,0.24804732
make,age,categorical,numeric,2607,2489,0.75226187,0.24773813
age,j1_telecommute,numeric,categorical,233,225,0.75260808,0.24739192
age,j1_benefits_free_parking,numeric,categorical,234,228,0.75263250,0.24736750
d_tpb_taz,home_ownership,categorical,categorical,6258,5265,0.75287144,0.24712856
hhsize,numdrivers,numeric,numeric,43,39,0.75288721,0.24711279
age,employment_status,numeric,categorical,470,478,0.75308491,0.24691509
numbicycle,work_tpb_taz,numeric,categorical,5031,4818,0.75340518,0.24659482
home_tpb_taz,j1_benefits_walking_biking,categorical,categorical,5054,5134,0.75354578,0.24645422
age,j1_benefits_none,numeric,categorical,233,229,0.75378880,0.24621120
numdrivers,work_tpb_taz,numeric,categorical,4516,4007,0.75383965,0.24616035
hhsize,numworkers,numeric,numeric,41,40,0.75385580,0.24614420
hhsize,numbicycle,numeric,numeric,48,46,0.75427582,0.24572418
d_tpb_taz,j1_benefits_free_parking,categorical,categorical,8886,7424,0.75429161,0.24570839
d_tpb_taz,j1_benefits_transit,categorical,categorical,8523,7098,0.75444518,0.24555482
subway_station_exit,home_tpb_taz,categorical,categorical,6479,4944,0.75477237,0.24522763
subway_station_board,home_tpb_taz,categorical,categorical,6362,4940,0.75501044,0.24498956
d_tpb_taz,walk_bike_loop_trips,categorical,numeric,8769,6577,0.75571865,0.24428135
age,jobs_count,numeric,numeric,309,281,0.75604659,0.24395341
numstudents,person_tripcount,numeric,numeric,103,102,0.75615791,0.24384209
home_tpb_taz,td_shop_time,categorical,numeric,4673,5015,0.75656606,0.24343394
d_tpb_taz,school_freq,categorical,categorical,8497,7291,0.75679726,0.24320274
travel_mode,age,categorical,numeric,788,723,0.75690312,0.24309688
o_tpb_taz,travelers_hh,categorical,numeric,8066,7812,0.75718307,0.24281693
d_tpb_taz,j1_benefits_bicycle_parking,categorical,categorical,8215,6799,0.75724904,0.24275096
home_tpb_taz,gender,categorical,categorical,4996,4912,0.75731537,0.24268463
numstudents,hhtrips,numeric,numeric,215,237,0.75745283,0.24254717
home_tpb_taz,service_delivered,categorical,categorical,3293,3794,0.75747482,0.24252518
year,hhtrips,numeric,numeric,892,979,0.75753278,0.24246722
home_tpb_taz,smartphone,categorical,categorical,4321,4340,0.75753432,0.24246568
d_tpb_taz,j1_telecommute_days,categorical,numeric,8231,6486,0.75755972,0.24244028
o_tpb_taz,school_type,categorical,categorical,9781,9272,0.75855722,0.24144278
d_tpb_taz,j1_telecommute,categorical,categorical,8931,7396,0.75855953,0.24144047
hhsize,numstudents,numeric,numeric,38,37,0.75869474,0.24130526
d_tpb_taz,tolltransponder,categorical,categorical,8624,7198,0.75892179,0.24107821
d_tpb_taz,jobs_count,categorical,numeric,8555,6710,0.75897667,0.24102333
work_tpb_taz,school_tpb_taz,categorical,categorical,3837,3327,0.75937553,0.24062447
o_tpb_taz,vehicle_occupancy,categorical,numeric,11322,8980,0.75957902,0.24042098
d_tpb_taz,j1_benefits_none,categorical,categorical,8516,7087,0.75959539,0.24040461
year,numstudents,numeric,numeric,193,179,0.75971752,0.24028248
d_tpb_taz,j1_benefits_ev_charging,categorical,categorical,7731,6264,0.75983884,0.24016116
bodytype,model,categorical,categorical,925,1504,0.76003747,0.23996253
numvehicle,age,numeric,numeric,610,520,0.76003936,0.23996064
d_tpb_taz,j1_benefits_parking,categorical,categorical,7827,6519,0.76016266,0.23983734
o_tpb_taz,fueltype,categorical,categorical,8653,6847,0.76021587,0.23978413
tdate_dow,work_tpb_taz,categorical,categorical,5489,5464,0.76068378,0.23931622
d_tpb_taz,subway_station_exit,categorical,categorical,5042,5056,0.76099175,0.23900825
hhtrips,school_tpb_taz,numeric,categorical,3099,5654,0.76111567,0.23888433
make,hhsize,categorical,numeric,321,277,0.76117312,0.23882688
home_tpb_taz,race_ethnicity_hispanic,categorical,categorical,3326,3727,0.76123392,0.23876608
o_tpb_taz,j1_workplace_loc,categorical,categorical,10586,8725,0.76143246,0.23856754
o_tpb_taz,school_mode,categorical,categorical,9057,8298,0.76221008,0.23778992
hhsize,numvehicle,numeric,numeric,66,56,0.76236250,0.23763750
d_tpb_taz,j1_benefits_carpool,categorical,categorical,7376,5890,0.76265484,0.23734516
transit_access_mode,home_tpb_taz,categorical,categorical,5183,4490,0.76270809,0.23729191
hhsize,hh_income_detailed,numeric,numeric,63,61,0.76277215,0.23722785
transit_egress_mode,home_tpb_taz,categorical,categorical,5168,4529,0.76282170,0.23717830
home_tpb_taz,student_status,categorical,categorical,4273,4399,0.76297290,0.23702710
race_ethnicity,work_tpb_taz,categorical,categorical,4343,4266,0.76310771,0.23689229
numdrivers,age,numeric,numeric,518,453,0.76310883,0.23689117
travel_mode,work_tpb_taz,categorical,categorical,4907,4052,0.76315595,0.23684405
d_tpb_taz,travelers_nonhh,categorical,categorical,7916,6154,0.76345964,0.23654036
d_tpb_taz,subway_station_board,categorical,categorical,7874,5232,0.76366912,0.23633088
numbicycle,age,numeric,numeric,493,449,0.76405506,0.23594494
home_type,age,categorical,numeric,308,276,0.76411914,0.23588086
o_tpb_taz,home_ownership,categorical,categorical,6259,5317,0.76429474,0.23570526
home_tpb_taz,food_delivered,categorical,categorical,3006,3255,0.76448250,0.23551750
home_tpb_taz,license,categorical,categorical,4089,4183,0.76455249,0.23544751
park_loc,hhsize,categorical,numeric,40,39,0.76466455,0.23533545
o_tpb_taz,walk_bike_loop_trips,categorical,numeric,8768,6727,0.76486281,0.23513719
travelers_hh,hhsize,numeric,numeric,39,39,0.76499264,0.23500736
hhsize,j1_telecommute_days,numeric,numeric,45,41,0.76555434,0.23444566
fueltype,hhsize,categorical,numeric,49,45,0.76567009,0.23432991
hh_income_detailed,age,numeric,numeric,710,643,0.76567262,0.23432738
home_tpb_taz,numdisabilities,categorical,numeric,3427,3809,0.76584247,0.23415753
d_tpb_taz,j1_benefits_walking_biking,categorical,categorical,7025,5756,0.76594336,0.23405664
o_tpb_taz,j1_benefits_free_parking,categorical,categorical,8898,7525,0.76606841,0.23393159
hhsize,food_delivered,numeric,categorical,15,15,0.76615279,0.23384721
o_activity,age,categorical,numeric,1523,1340,0.76626216,0.23373784
o_activity,hhsize,categorical,numeric,140,133,0.76630377,0.23369623
travelers_nonhh,hhsize,categorical,numeric,56,44,0.76635047,0.23364953
hhsize,j1_benefits_carpool,numeric,categorical,24,23,0.76645842,0.23354158
o_tpb_taz,j1_benefits_transit,categorical,categorical,8530,7182,0.76659471,0.23340529
age,school_freq,numeric,categorical,501,501,0.76660292,0.23339708
travelers_hh,age,numeric,numeric,433,362,0.76690266,0.23309734
hhsize,service_delivered,numeric,categorical,15,15,0.76704895,0.23295105
subway_egress_mode,home_tpb_taz,categorical,categorical,4418,3852,0.76706643,0.23293357
d_activity,age,categorical,numeric,1520,1350,0.76706666,0.23293334
hhsize,j1_benefits_ev_charging,numeric,categorical,23,22,0.76715309,0.23284691
o_tpb_taz,school_freq,categorical,categorical,8497,7376,0.76715756,0.23284244
d_tpb_taz,package_delivered,categorical,categorical,6032,5347,0.76716883,0.23283117
subway_access_mode,home_tpb_taz,categorical,categorical,4422,3822,0.76743848,0.23256152
distance,hhsize,numeric,numeric,253,201,0.76749628,0.23250372
hhsize,numvehicle_transponder,numeric,numeric,51,45,0.76759177,0.23240823
distance,age,numeric,numeric,2035,1628,0.76765669,0.23234331
d_activity,hhsize,categorical,numeric,140,131,0.76772164,0.23227836
subway_station_board,hhsize,categorical,numeric,476,361,0.76773746,0.23226254
home_ownership,hhsize,categorical,numeric,22,22,0.76786541,0.23213459
travel_mode,hhsize,categorical,numeric,90,79,0.76789255,0.23210745
subway_station_exit,hhsize,categorical,numeric,483,371,0.76808194,0.23191806
subway_pay,home_tpb_taz,categorical,categorical,4022,3652,0.76814666,0.23185334
hhsize,walk_bike_loop_trips,numeric,numeric,46,37,0.76815036,0.23184964
hhsize,race_ethnicity,numeric,categorical,46,44,0.76819227,0.23180773
o_tpb_taz,j1_telecommute_days,categorical,numeric,8242,6521,0.76840580,0.23159420
age,student_status,numeric,categorical,164,158,0.76854158,0.23145842
age,school_mode,numeric,categorical,477,537,0.76863371,0.23136629
hhsize,numdisabilities,numeric,numeric,26,23,0.76864417,0.23135583
hhsize,j1_commute_mode,numeric,categorical,68,64,0.76866765,0.23133235
bodytype,work_tpb_taz,categorical,categorical,5141,4590,0.76874320,0.23125680
o_tpb_taz,tolltransponder,categorical,categorical,8634,7293,0.76877644,0.23122356
hhsize,disability,numeric,categorical,16,15,0.76886376,0.23113624
vehicle_occupancy,hhsize,numeric,numeric,64,53,0.76894114,0.23105886
hhsize,school_mode,numeric,categorical,82,75,0.76898274,0.23101726
hhsize,j1_benefits_walking_biking,numeric,categorical,23,22,0.76903113,0.23096887
home_type,work_tpb_taz,categorical,categorical,4030,3526,0.76930124,0.23069876
home_ownership,age,categorical,numeric,268,243,0.76932999,0.23067001
o_tpb_taz,j1_benefits_bicycle_parking,categorical,categorical,8220,6837,0.76938495,0.23061505
d_tpb_taz,volunteer_status,categorical,categorical,6189,5245,0.76944944,0.23055056
fueltype,work_tpb_taz,categorical,categorical,3974,3295,0.76959481,0.23040519
hhsize,j1_benefits_parking,numeric,categorical,24,22,0.76964889,0.23035111
hhsize,td_shop_time,numeric,numeric,49,34,0.76972257,0.23027743
hhsize,jobs_count,numeric,numeric,42,35,0.76993905,0.23006095
hhsize,school_type,numeric,categorical,73,71,0.77006565,0.22993435
o_tpb_taz,j1_telecommute,categorical,categorical,8936,7462,0.77008201,0.22991799
subway_used,home_tpb_taz,categorical,categorical,3674,3515,0.77010882,0.22989118
toll_road_used,hhsize,categorical,numeric,16,15,0.77014970,0.22985030
hhsize,j1_workplace_loc,numeric,categorical,40,38,0.77037236,0.22962764
work_tpb_taz,j1_benefits_transit,categorical,categorical,2676,2714,0.77037455,0.22962545
o_tpb_taz,jobs_count,categorical,numeric,8555,6821,0.77046484,0.22953516
home_type,hhsize,categorical,numeric,30,28,0.77049630,0.22950370
hhsize,j1_benefits_bicycle_parking,numeric,categorical,24,24,0.77059916,0.22940084
home_tpb_taz,disability,categorical,categorical,3237,3137,0.77062204,0.22937796
hov_used,hhsize,categorical,numeric,16,15,0.77064970,0.22935030
subway_pay,hhsize,categorical,numeric,54,34,0.77069150,0.22930850
hhsize,employment_status,numeric,categorical,61,58,0.77076182,0.22923818
o_tpb_taz,j1_benefits_parking,categorical,categorical,7834,6564,0.77088000,0.22912000
hhsize,j1_telecommute,numeric,categorical,24,24,0.77089549,0.22910451
hhsize,school_freq,numeric,categorical,67,64,0.77096715,0.22903285
park_pay,hhsize,categorical,numeric,16,15,0.77105288,0.22894712
o_tpb_taz,j1_benefits_none,categorical,categorical,8523,7217,0.77107086,0.22892914
transit_access_mode,hhsize,categorical,numeric,47,40,0.77109985,0.22890015
subway_access_mode,hhsize,categorical,numeric,41,35,0.77110950,0.22889050
hhsize,j1_benefits_transit,numeric,categorical,24,23,0.77114808,0.22885192
transit_egress_mode,hhsize,categorical,numeric,48,43,0.77130881,0.22869119
subway_egress_mode,hhsize,categorical,numeric,41,36,0.77131282,0.22868718
toll_road_used,home_tpb_taz,categorical,categorical,3173,3044,0.77133549,0.22866451
o_tpb_taz,subway_station_board,categorical,categorical,5085,5040,0.77144881,0.22855119
hhsize,j1_benefits_free_parking,numeric,categorical,24,24,0.77152097,0.22847903
d_tpb_taz,transit_egress_mode,categorical,categorical,5979,4874,0.77154074,0.22845926
hhsize,j1_benefits_none,numeric,categorical,24,24,0.77157212,0.22842788
bodytype,hhsize,categorical,numeric,53,52,0.77160220,0.22839780
d_tpb_taz,td_shop_time,categorical,numeric,7055,5577,0.77163964,0.22836036
d_tpb_taz,gender,categorical,categorical,6460,5429,0.77169170,0.22830830
o_tpb_taz,j1_benefits_ev_charging,categorical,categorical,7732,6292,0.77174232,0.22825768
subway_used,hhsize,categorical,numeric,16,15,0.77180372,0.22819628
hhsize,volunteer_status,numeric,categorical,16,16,0.77185054,0.22814946
hhsize,race_ethnicity_hispanic,numeric,categorical,16,16,0.77188546,0.22811454
park_pay,home_tpb_taz,categorical,categorical,3553,3221,0.77189394,0.22810606
tolltransponder,hhsize,categorical,numeric,24,24,0.77192676,0.22807324
hhsize,tdate_dow,numeric,categorical,40,40,0.77192676,0.22807324
hhsize,package_delivered,numeric,categorical,16,16,0.77192676,0.22807324
hhsize,gender,numeric,categorical,16,16,0.77192676,0.22807324
hhsize,license,numeric,categorical,16,16,0.77192676,0.22807324
hhsize,smartphone,numeric,categorical,16,16,0.77192676,0.22807324
hhsize,student_status,numeric,categorical,16,16,0.77192676,0.22807324
numvehicle_transponder,work_tpb_taz,numeric,categorical,4734,4365,0.77256172,0.22743828
o_tpb_taz,travelers_nonhh,categorical,categorical,7878,6262,0.77275632,0.22724368
d_tpb_taz,smartphone,categorical,categorical,6004,4954,0.77288764,0.22711236
park_loc,work_tpb_taz,categorical,categorical,7100,4994,0.77330927,0.22669073
numstudents,school_freq,numeric,categorical,50,54,0.77351917,0.22648083
